数据月份,订单日期,年份,月份,日,经销商,店铺,商品编码,商品名称,产品名称,产品大类,数量,GMV,含税进货价,省,市,区县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,广西壮族自治区,贵港市,平南县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,广西壮族自治区,钦州市,钦北区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,江苏省,南京市,六合区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,江苏省,南京市,建邺区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,江苏省,宿迁市,宿城区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,16.2676,7.8,江苏省,宿迁市,宿豫区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,江苏省,宿迁市,沭阳县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,江苏省,宿迁市,沭阳县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,江苏省,徐州市,沛县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.1192,7.8,江苏省,扬州市,江都区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,江苏省,无锡市,滨湖区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.5701,7.8,江苏省,淮安市,盱眙县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,15.9,7.8,江苏省,苏州市,工业园区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,江苏省,苏州市,昆山市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.6659,7.8,江苏省,苏州市,虎丘区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,江苏省,连云港市,灌南县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,江西省,上饶市,广信区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,江西省,上饶市,弋阳县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,江西省,抚州市,金溪县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.4827,7.8,江西省,赣州市,全南县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河北省,保定市,涞源县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,河北省,唐山市,路北区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,河北省,廊坊市,文安县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河北省,张家口市,怀来县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河北省,石家庄市,行唐县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.63,7.8,河北省,衡水市,安平县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.6962,7.8,河北省,邢台市,宁晋县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,河南省,南阳市,邓州市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,河南省,周口市,川汇区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河南省,周口市,郸城县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,河南省,安阳市,殷都区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河南省,郑州市,二七区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,河南省,郑州市,新郑市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.3949,7.8,河南省,郑州市,荥阳市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,河南省,驻马店市,西平县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,浙江省,宁波市,鄞州区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,浙江省,杭州市,临平区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,20.1801,7.8,浙江省,杭州市,余杭区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.18,7.8,浙江省,杭州市,拱墅区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,25.8999,7.8,浙江省,温州市,平阳县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,温州市,龙港市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,浙江省,金华市,义乌市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,浙江省,金华市,义乌市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,海南省,海口市,秀英区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,海南省,省直辖县级行政区划,定安县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,仙桃,仙桃市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,十堰市,郧阳区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,湖北省,咸宁市,咸安区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.51,7.8,湖北省,武汉市,新洲区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,武汉市,汉阳区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,湖北省,荆州市,洪湖市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,湖北省,荆州市,监利市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,襄阳市,南漳县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.3854,7.8,湖北省,黄冈市,红安县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,22.5474,7.8,湖南省,益阳市,沅江市
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,湖南省,衡阳市,衡东县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,湖南省,邵阳市,大祥区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,甘肃省,兰州市,皋兰县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,福建省,宁德市,古田县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,福建省,泉州市,丰泽区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,福建省,福州市,台江区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,福建省,莆田市,城厢区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,福建省,龙岩市,新罗区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,贵州省,贵阳市,花溪区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,266.0,7.8,贵州省,黔南布依族苗族自治州,惠水县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,贵州省,黔南布依族苗族自治州,惠水县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,贵州省,黔南布依族苗族自治州,独山县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,辽宁省,大连市,中山区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,辽宁省,大连市,普兰店区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.3902,7.8,辽宁省,朝阳市,双塔区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.3854,7.8,辽宁省,沈阳市,浑南区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.72,7.8,辽宁省,沈阳市,铁西区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,0.9,7.8,陕西省,安康市,汉滨区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,陕西省,宝鸡市,岐山县
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.9388,7.8,陕西省,榆林市,榆阳区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,陕西省,西安市,未央区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,黑龙江省,伊春市,伊春区
2月,2026-02-07,2026,2,7,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,17.8011,7.8,黑龙江省,双鸭山市,尖山区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,上海,上海市,杨浦区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,上海,上海市,松江区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,上海,上海市,浦东新区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.8152,7.8,上海,上海市,闵行区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,云南省,临沧市,临翔区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,云南省,德宏傣族景颇族自治州,陇川县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.6659,7.8,云南省,玉溪市,红塔区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,17.8011,7.8,云南省,红河哈尼族彝族自治州,弥勒市
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,内蒙古自治区,乌海市,海勃湾区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,257.4,7.8,内蒙古自治区,赤峰市,林西县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,北京,北京市,丰台区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.81,7.8,北京,北京市,朝阳区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,北京,北京市,顺义区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,吉林省,吉林市,昌邑区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.8682,7.8,吉林省,吉林市,船营区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,16.2676,7.8,吉林省,长春市,南关区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.3902,7.8,四川省,资阳市,安岳县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,安徽省,合肥市,包河区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,安徽省,安庆市,太湖县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,安徽省,安庆市,桐城市
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,安徽省,宣城市,宣州区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,104.5005,7.8,安徽省,宿州市,灵璧县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.3854,7.8,安徽省,宿州市,砀山县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,安徽省,池州市,东至县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,安徽省,淮南市,凤台县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,安徽省,滁州市,凤阳县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.72,7.8,安徽省,滁州市,南谯区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,安徽省,芜湖市,南陵县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,263.12,7.8,安徽省,芜湖市,镜湖区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,安徽省,阜阳市,阜南县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,安徽省,阜阳市,颍泉区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,21.59,7.8,山东省,临沂市,临沭县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,山东省,临沂市,兰山区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,山东省,临沂市,兰山区
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,19.7643,7.8,山东省,临沂市,平邑县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,山东省,泰安市,东平县
2月,2026-02-08,2026,2,8,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,山东省,济南市,市中区
