省,市,商品名称,产品名称,订单行数,数量合计,GMV合计
浙江省,杭州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,74,149.0,2078.8506
山东省,菏泽市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,72,111.0,2074.2393
江西省,九江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,54,117.0,2059.8912
湖北省,孝感市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,55,117.0,2058.4102
湖北省,黄冈市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,65,113.0,2045.2137
四川省,凉山彝族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,52,114.0,2027.8383000000001
山东省,日照市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,38,113.0,2017.9201
湖北省,武汉市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,64,143.0,2011.1806
广西壮族自治区,北海市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,49,117.0,2002.5
四川省,泸州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,58,109.0,1988.5836
内蒙古自治区,呼伦贝尔市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,35,127.0,1986.0724
江苏省,连云港市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,57,110.0,1979.7488
吉林省,吉林市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,61,112.0,1974.2893
河北省,张家口市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,61,114.0,1958.8599
广东省,东莞市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,110,199.0,1944.8806
广东省,清远市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,59,105.0,1909.74
山西省,大同市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,50,108.0,1906.5008
江苏省,宿迁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,58,102.0,1880.3225
四川省,达州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,50,102.0,1868.7783
江苏省,南京市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,54,136.0,1857.7207
安徽省,宿州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,57,104.0,1856.21
辽宁省,辽阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,64,110.0,1833.6486
陕西省,安康市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,19,97.0,1826.2085
山东省,威海市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,50,102.0,1826.0088
辽宁省,锦州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,54,93.0,1815.1678
安徽省,淮南市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,55,99.0,1811.61
贵州省,黔西南布依族苗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,27,109.0,1790.642
山东省,淄博市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,61,99.0,1779.2938
福建省,莆田市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,49,91.0,1768.9102
安徽省,宣城市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,46,101.0,1753.582
湖北省,黄石市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,93.0,1725.3708
河南省,驻马店市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,51,94.0,1704.7108
湖北省,襄阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,58,91.0,1689.7951
山东省,青岛市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,40,119.0,1682.6404
辽宁省,铁岭市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,46,98.0,1674.0788
甘肃省,兰州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,48,92.0,1672.4307000000001
江西省,宜春市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,46,95.0,1665.5877
广东省,广州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,106,161.0,1609.21
河北省,邢台市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,41,92.0,1606.0283
四川省,乐山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,47,91.0,1578.0463
广东省,韶关市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,43,83.0,1570.6199
河南省,周口市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,56,86.0,1568.008
河南省,焦作市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,43,86.0,1565.93
辽宁省,营口市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,51,89.0,1560.0403000000001
甘肃省,天水市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,26,93.0,1557.9212
湖南省,常德市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,33,82.0,1557.606
贵州省,铜仁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,42,83.0,1546.52
湖南省,邵阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,39,84.0,1545.3595
云南省,西双版纳傣族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,23,80.0,1543.1298000000002
福建省,龙岩市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,43,88.0,1539.8101
四川省,遂宁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,40,85.0,1535.4784
辽宁省,沈阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,65,109.0,1490.9203
河南省,开封市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,48,83.0,1480.8700000000001
山东省,德州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,48,87.0,1474.7525
浙江省,丽水市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,38,80.0,1471.3093
湖北省,恩施土家族苗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,42,77.0,1430.3601
广西壮族自治区,玉林市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,45,82.0,1417.21
福建省,三明市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,73.0,1416.578
四川省,南充市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,44,82.0,1414.9553
湖南省,岳阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,40,78.0,1388.3603
江苏省,常州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,49,98.0,1383.0901
山东省,滨州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,46,76.0,1372.3452
安徽省,安庆市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,44,71.0,1371.92
山西省,晋中市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,35,72.0,1352.428
辽宁省,葫芦岛市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,39,83.0,1351.071
陕西省,榆林市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,33,80.0,1350.0713
陕西省,渭南市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,38,75.0,1340.99
辽宁省,盘锦市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,35,72.0,1334.98
山西省,太原市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,42,91.0,1333.8902
贵州省,毕节市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,75.0,1326.7685000000001
辽宁省,丹东市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,39,71.0,1322.7701
陕西省,西安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,46,93.0,1317.9404
浙江省,舟山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,40,70.0,1306.5754
广东省,河源市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,73.0,1299.9793
湖南省,株洲市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,72.0,1299.2888
湖北省,荆门市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,37,72.0,1288.6699
安徽省,马鞍山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,38,67.0,1282.71
河北省,衡水市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,42,71.0,1280.99
山东省,聊城市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,37,74.0,1257.1804
湖北省,省直辖县级行政区划,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,76.0,1252.5612
黑龙江省,大庆市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,39,70.0,1222.575
江西省,吉安市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,34,65.0,1220.0203999999999
山东省,泰安市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,45,64.0,1215.9786000000001
吉林省,通化市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,40,72.0,1215.05
贵州省,黔东南苗族侗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,33,65.0,1214.0303
云南省,昭通市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,65.0,1212.8304
浙江省,衢州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,33,63.0,1192.8699
广东省,梅州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,33,66.0,1190.4172
四川省,成都市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,74,132.0,1189.59
云南省,红河哈尼族彝族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,65.0,1169.0797
湖南省,郴州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,34,63.0,1135.19
福建省,南平市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,59.0,1133.105
湖北省,鄂州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,20,62.0,1127.3604
四川省,内江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,62.0,1125.0501
安徽省,黄山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,22,61.0,1125.0104
广西壮族自治区,钦州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,61.0,1120.81
湖北省,十堰市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,60.0,1118.6977
四川省,巴中市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,27,63.0,1104.381
四川省,广安市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,62.0,1092.3908000000001
广西壮族自治区,防城港市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,62.0,1086.1508000000001
山西省,忻州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,26,61.0,1080.0
云南省,大理白族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,57.0,1077.7084
湖南省,娄底市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,23,57.0,1058.4504
安徽省,池州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,61.0,1055.7476
河南省,平顶山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,57.0,1031.1
河南省,新乡市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,35,59.0,1020.365
湖南省,永州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,56.0,1017.5004
江苏省,南通市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,35,75.0,1016.0894999999999
广东省,汕尾市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,35,54.0,1016.066
黑龙江省,齐齐哈尔市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,61.0,1015.5505
湖南省,衡阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,56.0,997.6800000000001
内蒙古自治区,呼和浩特市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,57.0,996.52
江西省,景德镇市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,27,54.0,993.2284
湖南省,益阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,53.0,990.5906
河南省,许昌市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,55.0,989.63
贵州省,黔南布依族苗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,30,56.0,986.3473
河北省,承德市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,53.0,982.6202
四川省,攀枝花市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,52.0,982.05
陕西省,汉中市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,31,52.0,978.6800000000001
山西省,吕梁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,52.0,963.2604
四川省,资阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,52.0,961.8477
天津,天津市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,58,106.0,955.4202
云南省,保山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,18,50.0,955.3604
陕西省,宝鸡市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,51.0,952.8187
内蒙古自治区,乌兰察布市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,53.0,947.4704
福建省,福州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,26,67.0,942.2108
山西省,运城市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,55.0,936.2900000000001
湖南省,湘西土家族苗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,22,48.0,929.1567
云南省,曲靖市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,51.0,922.74
黑龙江省,绥化市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,32,48.0,921.1600000000001
陕西省,商洛市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,12,51.0,920.9808
广东省,珠海市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,35,66.0,908.8001
河南省,安阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,48.0,906.3580000000001
广西壮族自治区,梧州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,51.0,904.75
云南省,普洱市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,19,54.0,900.9036
河南省,洛阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,13,68.0,900.2309
贵州省,安顺市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,48.0,893.7569
内蒙古自治区,赤峰市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,52.0,870.8904
吉林省,延边朝鲜族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,26,47.0,865.9799
湖南省,怀化市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,27,46.0,864.1182
广西壮族自治区,百色市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,48.0,859.39
江苏省,苏州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,48,93.0,857.8702
广东省,阳江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,29,47.0,854.5945
贵州省,六盘水市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,20,46.0,851.6768
广东省,佛山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,37,61.0,851.4104
山西省,临汾市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,46.0,847.9300000000001
陕西省,延安市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,49.0,847.0199
浙江省,杭州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,63,82.0,846.2402
湖北省,黄冈市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,62.0,819.5306
辽宁省,大连市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,33,58.0,799.9004
河南省,漯河市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,26,46.0,795.4908
四川省,自贡市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,27,44.0,788.6908
浙江省,湖州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,25,59.0,777.6903
江苏省,镇江市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,17,53.0,765.0405999999999
安徽省,合肥市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,30,59.0,764.4404
安徽省,淮北市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,28,42.0,757.8781
江苏省,无锡市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,36,54.0,756.7299
湖北省,随州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,20,42.0,752.5105
黑龙江省,牡丹江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,44.0,748.1977
山东省,东营市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,22,39.0,747.86
河南省,濮阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,42.0,743.87
广西壮族自治区,河池市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,36.0,736.61
甘肃省,平凉市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,46.0,735.4
广东省,云浮市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,42.0,734.07
江西省,抚州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,41.0,730.38
山西省,长治市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,24,39.0,724.9493
福建省,厦门市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,23,48.0,722.8701
黑龙江省,哈尔滨市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,33,51.0,722.8401
浙江省,宁波市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,27,50.0,721.7
山东省,枣庄市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,39.0,713.95
江苏省,南京市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,49,66.0,701.42
黑龙江省,鹤岗市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,38.0,696.2180000000001
广东省,惠州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,30,52.0,695.9
吉林省,四平市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,41.0,693.25
广西壮族自治区,贵港市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,25,40.0,682.9593
四川省,雅安市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,18,36.0,674.9979
四川省,广元市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,20,36.0,672.3593
内蒙古自治区,包头市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,40.0,671.5600000000001
广东省,潮州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,20,35.0,663.8608
湖北省,仙桃市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,32.0,657.358
陕西省,咸阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,24,47.0,649.3904
山西省,朔州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,34.0,643.8183
吉林省,长春市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,30,47.0,641.9402
云南省,丽江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,34.0,631.17
浙江省,金华市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,29,46.0,628.08
湖南省,张家界市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,19,33.0,617.62
广东省,珠海市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,19,63.0,615.25
江苏省,镇江市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,17,64.0,612.6604
湖北省,十堰市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,44.0,609.6504
河北省,唐山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,28,45.0,608.2601
辽宁省,本溪市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,21,31.0,584.16
黑龙江省,佳木斯市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,18,32.0,584.0133000000001
广东省,中山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,28,43.0,580.2801
河南省,郑州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,28,43.0,576.8503000000001
海南省,儋州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,33.0,575.85
黑龙江省,双鸭山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,29.0,575.588
吉林省,白城市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,18,34.0,571.0600000000001
四川省,阿坝藏族羌族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,33.0,568.24
广西壮族自治区,贺州市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,30.0,564.7419
甘肃省,陇南市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,15,32.0,543.72
广西壮族自治区,来宾市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,28.0,533.3793000000001
辽宁省,沈阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,36,56.0,518.2
四川省,甘孜藏族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,13,27.0,518.1
广西壮族自治区,南宁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,23,36.0,517.4998
江西省,萍乡市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,28.0,515.9001
重庆,重庆市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,33,53.0,510.72
云南省,文山壮族苗族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,27.0,508.438
黑龙江省,鸡西市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,28.0,507.8
江西省,鹰潭市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,17,28.0,498.92
云南省,玉溪市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,28.0,497.8509
河北省,石家庄市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,21,36.0,495.53
海南省,三亚市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,37.0,490.9504
浙江省,温州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,21,35.0,490.6901
内蒙古自治区,鄂尔多斯市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,15,30.0,485.87
湖南省,湘潭市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,26.0,483.3393
江西省,南昌市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,23,35.0,482.8803
黑龙江省,大兴安岭地区,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,12,26.0,478.8164
湖北省,武汉市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,36,49.0,475.21
吉林省,松原市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,15,28.0,473.078
广东省,佛山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,32,46.0,470.91
陕西省,西安市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,23,54.0,470.7604
山西省,阳泉市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,25.0,470.76
吉林省,辽源市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,16,26.0,468.17
云南省,楚雄彝族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,13,24.0,454.608
宁夏回族自治区,银川市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,12,25.0,452.81
河南省,三门峡市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,26.0,450.98
安徽省,铜陵市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,22.0,450.69010000000003
安徽省,淮南市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,33.0,444.8199
福建省,泉州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,20,31.0,429.8302
辽宁省,鞍山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,17,32.0,427.8801
山西省,晋城市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,14,23.0,421.66
江苏省,常州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,26,42.0,419.06
山东省,济南市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,19,31.0,417.6501
河北省,保定市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,17,31.0,415.5501
江苏省,无锡市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,29,38.0,405.15
甘肃省,庆阳市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,12,22.0,404.73
河北省,廊坊市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,18,29.0,390.9
湖南省,长沙市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,21,26.0,383.42
黑龙江省,伊春市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,9,21.0,381.38
河南省,鹤壁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,12,22.0,380.4486
广东省,江门市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,18,29.0,374.0099
广东省,汕头市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,16,26.0,370.27979999999997
吉林省,白山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,9,21.0,365.5097
甘肃省,临夏回族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,20.0,364.1708
浙江省,嘉兴市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,20,24.0,353.65
云南省,德宏傣族景颇族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,9,18.0,347.95
黑龙江省,黑河市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,10,19.0,347.5
甘肃省,兰州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,24.0,347.05039999999997
浙江省,台州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,14,26.0,344.7603
海南省,海口市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,18,25.0,343.9801
广东省,汕尾市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,46.0,343.241
辽宁省,大连市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,22,35.0,337.49
黑龙江省,哈尔滨市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,17,40.0,336.5696
内蒙古自治区,巴彦淖尔市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,20.0,333.1704
青海省,西宁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,8,19.0,332.7604
江苏省,南通市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,20,36.0,325.4001
广东省,中山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,24,34.0,325.3
江苏省,扬州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,25.0,323.67
山东省,潍坊市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,22.0,321.79
河北省,沧州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,15,23.0,316.5999
江苏省,淮安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,23.0,310.71999999999997
河北省,邢台市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,22.0,309.31
湖北省,天门市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,9,15.0,308.85
海南省,澄迈县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,16.0,308.49
河北省,秦皇岛市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,22.0,305.0702
陕西省,咸阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,9,28.0,304.47
内蒙古自治区,通辽市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,9,18.0,302.02
内蒙古自治区,呼和浩特市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,14,23.0,298.93
