数据月份,省,市,区县,订单行数,数量合计,GMV合计
3月,贵州省,遵义市,湄潭县,2,3.0,22.4812
3月,江西省,吉安市,万安县,2,3.0,22.474600000000002
3月,湖南省,郴州市,北湖区,2,2.0,21.8
3月,辽宁省,沈阳市,铁西区,2,2.0,21.8
3月,河南省,信阳市,淮滨县,1,3.0,21.7599
3月,湖南省,张家界市,永定区,1,2.0,21.59
3月,贵州省,黔南布依族苗族自治州,瓮安县,1,2.0,21.59
3月,吉林省,长春市,绿园区,2,3.0,21.2592
3月,湖南省,常德市,鼎城区,2,2.0,21.21
3月,湖北省,黄石市,西塞山区,2,3.0,20.8352
3月,四川省,宜宾市,翠屏区,1,3.0,20.7201
3月,江苏省,南京市,雨花台区,1,3.0,20.7201
3月,河北省,邢台市,隆尧县,1,3.0,20.7201
3月,福建省,漳州市,云霄县,1,3.0,20.7201
3月,湖北省,十堰市,张湾区,2,3.0,20.6568
3月,安徽省,马鞍山市,当涂县,1,3.0,20.5101
3月,辽宁省,大连市,长海县,1,3.0,20.4174
3月,河南省,漯河市,舞阳县,1,3.0,20.37
3月,广东省,揭阳市,普宁市,2,2.0,20.25
3月,黑龙江省,哈尔滨市,呼兰区,1,3.0,20.1741
3月,天津,天津市,红桥区,2,2.0,20.17
3月,云南省,德宏傣族景颇族自治州,瑞丽市,2,2.0,20.022
3月,云南省,昆明市,官渡区,2,2.0,20.022
3月,广东省,深圳市,光明区,2,2.0,20.022
3月,浙江省,衢州市,江山市,2,2.0,20.022
3月,湖北省,武汉市,江夏区,2,2.0,20.022
3月,甘肃省,兰州市,西固区,2,2.0,20.022
3月,湖南省,长沙市,雨花区,2,2.0,19.722
3月,江苏省,连云港市,赣榆区,2,2.0,19.62
3月,天津,天津市,北辰区,2,4.0,19.584300000000002
3月,黑龙江省,哈尔滨市,道里区,2,3.0,19.5
3月,安徽省,蚌埠市,五河县,1,3.0,19.4301
3月,江西省,九江市,武宁县,1,3.0,19.4301
3月,安徽省,淮南市,潘集区,2,2.0,19.361
3月,湖南省,长沙市,开福区,2,2.0,19.08
3月,广西壮族自治区,桂林市,灵川县,1,3.0,18.9843
3月,浙江省,丽水市,青田县,2,2.0,18.9314
3月,陕西省,西安市,碑林区,2,2.0,18.9314
3月,云南省,大理白族自治州,宾川县,1,2.0,18.9
3月,内蒙古自治区,鄂尔多斯市,乌审旗,1,2.0,18.9
3月,吉林省,松原市,前郭尔罗斯蒙古族自治县,1,2.0,18.9
3月,四川省,内江市,威远县,1,2.0,18.9
3月,天津,天津市,宝坻区,1,2.0,18.9
3月,山东省,德州市,德城区,1,2.0,18.9
3月,山西省,运城市,垣曲县,1,2.0,18.9
3月,山西省,长治市,潞州区,1,2.0,18.9
3月,广东省,江门市,开平市,1,2.0,18.9
3月,广东省,肇庆市,高要区,1,2.0,18.9
3月,江苏省,南京市,秦淮区,1,2.0,18.9
3月,江西省,南昌市,南昌县,1,2.0,18.9
3月,河南省,郑州市,荥阳市,1,2.0,18.9
3月,浙江省,舟山市,定海区,1,2.0,18.9
3月,湖北省,荆州市,洪湖市,1,2.0,18.9
3月,福建省,莆田市,城厢区,1,2.0,18.9
3月,贵州省,黔南布依族苗族自治州,都匀市,1,2.0,18.9
3月,黑龙江省,哈尔滨市,松北区,1,2.0,18.9
3月,湖北省,荆门市,钟祥市,1,3.0,18.6801
3月,北京,北京市,顺义区,2,2.0,18.6537
3月,山东省,济宁市,邹城市,2,2.0,18.6537
3月,江苏省,常州市,新北区,2,2.0,18.6537
3月,江苏省,苏州市,姑苏区,2,2.0,18.6537
3月,江西省,景德镇市,珠山区,2,2.0,18.6537
3月,湖北省,荆州市,沙市区,2,2.0,18.6537
3月,云南省,红河哈尼族彝族自治州,弥勒市,1,3.0,18.5151
3月,山西省,太原市,小店区,2,2.0,18.392
3月,安徽省,宣城市,郎溪县,2,2.0,18.244
3月,江苏省,南通市,启东市,2,2.0,18.244
3月,浙江省,嘉兴市,海宁市,2,2.0,18.244
3月,浙江省,杭州市,钱塘区,2,2.0,18.244
3月,海南省,海口市,美兰区,2,2.0,18.244
3月,广东省,东莞市,长安镇,2,2.0,18.1976
3月,浙江省,台州市,玉环市,2,2.0,18.1976
3月,陕西省,西安市,雁塔区,2,2.0,18.1976
3月,江西省,九江市,永修县,1,3.0,18.1299
3月,江西省,九江市,湖口县,1,3.0,18.1299
3月,江西省,赣州市,赣县区,1,3.0,18.1299
3月,陕西省,汉中市,西乡县,1,3.0,18.1299
3月,江苏省,常州市,溧阳市,2,2.0,18.039
3月,山西省,阳泉市,郊区,1,3.0,17.8011
3月,浙江省,杭州市,桐庐县,2,2.0,17.3318
3月,浙江省,嘉兴市,南湖区,2,2.0,17.2854
3月,上海,上海市,杨浦区,2,2.0,17.153399999999998
3月,内蒙古自治区,鄂尔多斯市,达拉特旗,1,2.0,17.1204
3月,四川省,南充市,南部县,1,2.0,17.1204
3月,安徽省,亳州市,涡阳县,1,2.0,17.1204
3月,安徽省,池州市,东至县,1,2.0,17.1204
3月,山东省,烟台市,开发区,1,2.0,17.1204
3月,山东省,烟台市,芝罘区,1,2.0,17.1204
3月,广西壮族自治区,柳州市,融水苗族自治县,1,2.0,17.1204
3月,广西壮族自治区,百色市,平果市,1,2.0,17.1204
3月,江苏省,镇江市,丹徒区,1,2.0,17.1204
3月,河南省,商丘市,柘城县,1,2.0,17.1204
3月,河南省,漯河市,郾城区,1,2.0,17.1204
3月,河南省,濮阳市,华龙区,1,2.0,17.1204
3月,浙江省,杭州市,下城区,1,2.0,17.1204
3月,湖南省,湘西土家族苗族自治州,吉首市,1,2.0,17.1204
3月,湖南省,邵阳市,隆回县,1,2.0,17.1204
3月,辽宁省,丹东市,东港市,1,2.0,17.1204
3月,广东省,东莞市,企石镇,2,2.0,16.9683
3月,广东省,东莞市,东城街道,2,2.0,16.875700000000002
3月,湖北省,咸宁市,嘉鱼县,2,2.0,16.8
3月,湖南省,长沙市,天心区,2,2.0,16.62
3月,江苏省,南京市,鼓楼区,2,2.0,16.41
3月,山西省,太原市,杏花岭区,2,2.0,16.261
3月,浙江省,温州市,洞头区,2,2.0,16.261
3月,安徽省,合肥市,肥东县,1,2.0,16.2
3月,山东省,聊城市,临清市,2,2.0,16.1354
3月,四川省,泸州市,龙马潭区,1,2.0,16.109
3月,江苏省,扬州市,广陵区,1,2.0,15.4084
3月,吉林省,长春市,经济技术开发区,1,2.0,15.22
3月,湖南省,衡阳市,衡阳县,1,2.0,15.22
3月,四川省,南充市,高坪区,1,2.0,15.12
3月,甘肃省,陇南市,武都区,1,2.0,15.0712
3月,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,1,2.0,14.74
3月,山西省,太原市,尖草坪区,2,2.0,14.714300000000001
3月,海南省,省直辖县级行政区划,琼海市,2,2.0,14.6548
3月,河南省,新乡市,长垣市,1,2.0,14.5556
3月,江苏省,淮安市,清河区,1,2.0,14.549
3月,黑龙江省,齐齐哈尔市,龙沙区,1,3.0,14.43
3月,天津,天津市,河东区,2,2.0,14.38
3月,安徽省,铜陵市,枞阳县,1,2.0,14.32
3月,广东省,中山市,黄圃镇,1,2.0,14.18
3月,山西省,大同市,平城区,1,2.0,13.8152
3月,山东省,济南市,天桥区,1,2.0,13.6962
3月,湖北省,武汉市,青山区,1,2.0,13.6962
3月,陕西省,渭南市,蒲城县,1,2.0,13.6962
3月,福建省,厦门市,集美区,1,3.0,13.23
3月,甘肃省,白银市,白银区,1,1.0,12.99
3月,陕西省,榆林市,榆阳区,2,2.0,11.6339
3月,黑龙江省,哈尔滨市,香坊区,2,2.0,11.6339
3月,贵州省,贵阳市,花溪区,2,2.0,11.1976
3月,上海,上海市,虹口区,1,1.0,10.9
3月,内蒙古自治区,呼伦贝尔市,牙克石市,1,1.0,10.9
3月,北京,北京市,延庆区,1,1.0,10.9
3月,北京,北京市,怀柔区,1,1.0,10.9
3月,北京,北京市,西城区,1,1.0,10.9
3月,四川省,乐山市,峨眉山市,1,1.0,10.9
3月,四川省,南充市,顺庆区,1,1.0,10.9
3月,四川省,成都市,成华区,1,1.0,10.9
3月,四川省,成都市,简阳市,1,1.0,10.9
3月,四川省,成都市,青羊区,1,1.0,10.9
3月,天津,天津市,河北区,1,1.0,10.9
3月,安徽省,合肥市,经济技术开发区,1,1.0,10.9
3月,安徽省,芜湖市,弋江区,1,1.0,10.9
3月,山东省,临沂市,河东区,1,1.0,10.9
3月,山东省,威海市,文登区,1,1.0,10.9
3月,山东省,泰安市,肥城市,1,1.0,10.9
3月,山东省,淄博市,沂源县,1,1.0,10.9
3月,山东省,青岛市,莱西市,1,1.0,10.9
3月,山西省,太原市,迎泽区,1,1.0,10.9
3月,山西省,忻州市,繁峙县,1,1.0,10.9
3月,广东省,东莞市,凤岗镇,1,1.0,10.9
3月,广东省,东莞市,清溪镇,1,1.0,10.9
3月,广东省,东莞市,石排镇,1,1.0,10.9
3月,广东省,广州市,越秀区,1,1.0,10.9
3月,广东省,揭阳市,揭东区,1,1.0,10.9
3月,广东省,汕头市,濠江区,1,1.0,10.9
3月,广东省,汕尾市,海丰县,1,1.0,10.9
3月,广东省,深圳市,罗湖区,1,1.0,10.9
3月,广东省,湛江市,遂溪县,1,1.0,10.9
3月,广东省,珠海市,斗门区,1,1.0,10.9
3月,广东省,茂名市,信宜市,1,1.0,10.9
3月,江苏省,宿迁市,宿迁经济开发区,1,1.0,10.9
3月,江苏省,常州市,金坛区,1,1.0,10.9
3月,江苏省,徐州市,泉山区,1,1.0,10.9
3月,江苏省,泰州市,泰兴市,1,1.0,10.9
3月,河南省,开封市,龙亭区,1,1.0,10.9
3月,河南省,郑州市,金水区,1,1.0,10.9
3月,河南省,驻马店市,正阳县,1,1.0,10.9
3月,浙江省,宁波市,江北区,1,1.0,10.9
3月,浙江省,衢州市,衢州市,1,1.0,10.9
3月,海南省,三亚市,三亚市,1,1.0,10.9
3月,湖北省,荆门市,东宝区,1,1.0,10.9
3月,湖北省,襄阳市,襄城区,1,1.0,10.9
3月,湖南省,怀化市,鹤城区,1,1.0,10.9
3月,湖南省,衡阳市,蒸湘区,1,1.0,10.9
3月,湖南省,长沙市,宁乡市,1,1.0,10.9
3月,福建省,南平市,延平区,1,1.0,10.9
3月,福建省,漳州市,芗城区,1,1.0,10.9
3月,辽宁省,大连市,甘井子区,1,1.0,10.9
3月,辽宁省,抚顺市,东洲区,1,1.0,10.9
3月,辽宁省,沈阳市,浑南区,1,1.0,10.9
3月,辽宁省,阜新市,彰武县,1,1.0,10.9
3月,辽宁省,阜新市,细河区,1,1.0,10.9
3月,重庆,重庆市,江北区,1,1.0,10.9
3月,陕西省,咸阳市,泾阳县,1,1.0,10.9
3月,黑龙江省,哈尔滨市,五常市,1,1.0,10.9
3月,吉林省,吉林市,舒兰市,1,1.0,10.6
3月,安徽省,滁州市,明光市,1,1.0,10.6
3月,山西省,吕梁市,孝义市,1,1.0,10.6
3月,广东省,广州市,天河区,1,1.0,10.6
3月,河北省,保定市,涿州市,1,1.0,10.5
3月,广西壮族自治区,南宁市,兴宁区,2,2.0,10.4119
3月,山东省,聊城市,冠县,1,1.0,10.36
3月,青海省,果洛藏族自治州,玛沁县,1,1.0,10.36
3月,河北省,石家庄市,新华区,1,15.0,10.0005
3月,河北省,张家口市,桥西区,1,1.0,9.9
3月,湖北省,黄冈市,团风县,1,1.0,9.8
3月,广东省,东莞市,高埗镇,1,1.0,9.27
3月,广东省,江门市,蓬江区,1,1.0,9.27
3月,浙江省,杭州市,临平区,1,1.0,9.27
3月,湖北省,十堰市,房县,1,1.0,9.27
3月,重庆,重庆市,璧山区,1,1.0,9.27
3月,上海,上海市,长宁区,1,1.0,9.122
3月,北京,北京市,密云区,1,1.0,9.122
3月,北京,北京市,房山区,1,1.0,9.122
3月,吉林省,辽源市,东辽县,1,1.0,9.122
3月,吉林省,长春市,二道区,1,1.0,9.122
3月,四川省,成都市,郫都区,1,1.0,9.122
3月,宁夏回族自治区,固原市,西吉县,1,1.0,9.122
3月,宁夏回族自治区,银川市,西夏区,1,1.0,9.122
3月,安徽省,宣城市,宁国市,1,1.0,9.122
3月,安徽省,宿州市,埇桥区,1,1.0,9.122
3月,安徽省,芜湖市,鸠江区,1,1.0,9.122
3月,安徽省,黄山市,屯溪区,1,1.0,9.122
3月,山东省,东营市,东营区,1,1.0,9.122
3月,山东省,临沂市,蒙阴县,1,1.0,9.122
3月,山东省,临沂市,郯城县,1,1.0,9.122
3月,山东省,枣庄市,山亭区,1,1.0,9.122
3月,山东省,济宁市,鱼台县,1,1.0,9.122
3月,山东省,青岛市,黄岛区,1,1.0,9.122
3月,广东省,东莞市,谢岗镇,1,1.0,9.122
3月,广东省,中山市,南头镇,1,1.0,9.122
3月,广东省,中山市,大涌镇,1,1.0,9.122
3月,广东省,汕头市,龙湖区,1,1.0,9.122
3月,广东省,河源市,源城区,1,1.0,9.122
3月,广东省,深圳市,南山区,1,1.0,9.122
3月,广西壮族自治区,柳州市,城中区,1,1.0,9.122
3月,广西壮族自治区,桂林市,叠彩区,1,1.0,9.122
3月,广西壮族自治区,贺州市,钟山县,1,1.0,9.122
3月,江苏省,南通市,通州区,1,1.0,9.122
3月,江苏省,盐城市,盐都区,1,1.0,9.122
3月,江西省,宜春市,樟树市,1,1.0,9.122
3月,河北省,廊坊市,广阳区,1,1.0,9.122
3月,河北省,石家庄市,栾城区,1,1.0,9.122
3月,河北省,邯郸市,鸡泽县,1,1.0,9.122
3月,河南省,信阳市,光山县,1,1.0,9.122
3月,河南省,商丘市,永城市,1,1.0,9.122
3月,浙江省,宁波市,象山县,1,1.0,9.122
3月,浙江省,杭州市,富阳区,1,1.0,9.122
3月,浙江省,绍兴市,嵊州市,1,1.0,9.122
3月,浙江省,衢州市,龙游县,1,1.0,9.122
3月,海南省,省直辖县级行政区划,昌江黎族自治县,1,1.0,9.122
3月,湖北省,武汉市,洪山区,1,1.0,9.122
3月,湖北省,武汉市,黄陂区,1,1.0,9.122
3月,湖北省,荆州市,石首市,1,1.0,9.122
3月,湖北省,襄阳市,南漳县,1,1.0,9.122
3月,湖北省,黄冈市,红安县,1,1.0,9.122
3月,湖北省,黄石市,下陆区,1,1.0,9.122
3月,湖南省,湘潭市,湘乡市,1,1.0,9.122
3月,湖南省,益阳市,南县,1,1.0,9.122
3月,湖南省,长沙市,浏阳市,1,1.0,9.122
3月,甘肃省,临夏回族自治州,临夏市,1,1.0,9.122
3月,甘肃省,陇南市,宕昌县,1,1.0,9.122
3月,福建省,三明市,沙县区,1,1.0,9.122
3月,福建省,厦门市,同安区,1,1.0,9.122
3月,福建省,宁德市,古田县,1,1.0,9.122
3月,福建省,宁德市,福鼎市,1,1.0,9.122
3月,福建省,泉州市,丰泽区,1,1.0,9.122
3月,福建省,龙岩市,连城县,1,1.0,9.122
3月,重庆,重庆市,巴南区,1,1.0,9.122
3月,重庆,重庆市,彭水苗族土家族自治县,1,1.0,9.122
3月,重庆,重庆市,沙坪坝区,1,1.0,9.122
3月,重庆,重庆市,石柱土家族自治县,1,1.0,9.122
3月,陕西省,延安市,宝塔区,1,1.0,9.122
3月,青海省,西宁市,城西区,1,1.0,9.122
3月,黑龙江省,佳木斯市,郊区,1,1.0,9.122
3月,黑龙江省,哈尔滨市,阿城区,1,1.0,9.122
3月,黑龙江省,鸡西市,鸡东县,1,1.0,9.122
3月,黑龙江省,鸡西市,鸡冠区,1,1.0,9.122
3月,黑龙江省,齐齐哈尔市,建华区,1,1.0,9.122
3月,宁夏回族自治区,吴忠市,盐池县,1,1.0,8.94
3月,福建省,莆田市,涵江区,1,1.0,8.94
3月,宁夏回族自治区,石嘴山市,平罗县,1,1.0,8.72
3月,江西省,九江市,濂溪区,1,1.0,8.72
3月,河南省,开封市,通许县,1,1.0,8.72
3月,河南省,洛阳市,洛宁县,1,1.0,8.72
3月,河南省,许昌市,禹州市,1,1.0,8.72
3月,陕西省,商洛市,商州区,1,1.0,8.72
3月,陕西省,宝鸡市,岐山县,1,1.0,8.72
3月,山东省,泰安市,岱岳区,1,1.0,8.6659
3月,天津,天津市,津南区,1,1.0,8.58
3月,安徽省,池州市,贵池区,1,1.0,8.51
3月,江苏省,连云港市,连云区,1,1.0,8.51
3月,河北省,秦皇岛市,青龙满族自治县,1,1.0,8.51
3月,湖北省,武汉市,其他区,1,1.0,8.3949
3月,海南省,三亚市,天涯区,2,2.0,8.3827
3月,河北省,沧州市,任丘市,1,1.0,8.29
3月,内蒙古自治区,呼和浩特市,新城区,1,1.0,8.2098
3月,吉林省,长春市,公主岭市,1,1.0,8.2098
3月,浙江省,金华市,浦江县,1,1.0,8.2098
3月,海南省,琼海市,嘉积镇,1,1.0,8.2098
3月,海南省,省直辖县级行政区划,陵水黎族自治县,1,1.0,8.2098
3月,湖北省,武汉市,江汉区,1,1.0,8.2098
3月,福建省,三明市,永安市,1,1.0,8.2098
3月,辽宁省,大连市,旅顺口区,1,1.0,8.2098
3月,吉林省,长春市,榆树市,1,1.0,8.18
3月,山东省,烟台市,莱山区,1,1.0,8.18
3月,山东省,菏泽市,郓城县,1,1.0,8.18
3月,山西省,运城市,盐湖区,1,1.0,8.18
3月,江西省,南昌市,昌北区,1,1.0,8.18
3月,贵州省,安顺市,平坝区,1,1.0,8.18
3月,河北省,保定市,莲池区,1,1.0,8.0314
3月,河北省,邢台市,宁晋县,1,1.0,8.0314
3月,湖北省,咸宁市,通山县,1,1.0,8.0314
3月,湖南省,郴州市,永兴县,1,1.0,7.9256
3月,广东省,汕头市,潮南区,1,1.0,7.9
3月,贵州省,安顺市,西秀区,1,1.0,7.8463
3月,浙江省,金华市,兰溪市,1,1.0,7.8
3月,甘肃省,酒泉市,金塔县,1,1.0,7.8
3月,云南省,昆明市,晋宁区,1,1.0,7.7537
3月,四川省,眉山市,东坡区,1,1.0,7.7537
3月,安徽省,亳州市,利辛县,1,1.0,7.7537
3月,安徽省,合肥市,滨湖新区,1,1.0,7.7537
3月,安徽省,安庆市,大观区,1,1.0,7.7537
3月,安徽省,马鞍山市,含山县,1,1.0,7.7537
3月,山东省,淄博市,张店区,1,1.0,7.7537
3月,山东省,潍坊市,诸城市,1,1.0,7.7537
3月,山西省,忻州市,保德县,1,1.0,7.7537
3月,广东省,东莞市,茶山镇,1,1.0,7.7537
3月,广西壮族自治区,桂林市,兴安县,1,1.0,7.7537
3月,江西省,南昌市,东湖区,1,1.0,7.7537
3月,江西省,南昌市,安义县,1,1.0,7.7537
3月,江西省,抚州市,崇仁县,1,1.0,7.7537
3月,江西省,新余市,分宜县,1,1.0,7.7537
3月,河北省,邢台市,内丘县,1,1.0,7.7537
3月,河南省,信阳市,罗山县,1,1.0,7.7537
3月,河南省,洛阳市,栾川县,1,1.0,7.7537
3月,浙江省,杭州市,淳安县,1,1.0,7.7537
3月,海南省,省直辖县级行政区划,文昌市,1,1.0,7.7537
3月,湖北省,黄冈市,蕲春县,1,1.0,7.7537
3月,湖南省,岳阳市,湘阴县,1,1.0,7.7537
3月,甘肃省,庆阳市,西峰区,1,1.0,7.7537
3月,福建省,厦门市,思明区,1,1.0,7.7537
3月,辽宁省,沈阳市,苏家屯区,1,1.0,7.7537
3月,辽宁省,鞍山市,海城市,1,1.0,7.7537
3月,重庆,重庆市,开州区,1,1.0,7.7537
3月,重庆,重庆市,荣昌区,1,1.0,7.7537
3月,黑龙江省,黑河市,爱辉区,1,1.0,7.7537
3月,内蒙古自治区,通辽市,奈曼旗,1,1.0,7.6678
3月,湖北省,鄂州市,华容区,1,1.0,7.6678
3月,辽宁省,沈阳市,皇姑区,1,1.0,7.6678
3月,江苏省,无锡市,滨湖区,1,1.0,7.63
3月,河北省,唐山市,古冶区,1,1.0,7.63
3月,湖北省,武汉市,武昌区,1,1.0,7.63
3月,山东省,济南市,槐荫区,1,1.0,7.4827
3月,广西壮族自治区,柳州市,鹿寨县,1,1.0,7.4827
3月,安徽省,合肥市,瑶海区,1,1.0,7.2976
3月,安徽省,池州市,石台县,1,1.0,7.2976
3月,山东省,德州市,夏津县,1,1.0,7.2976
3月,广东省,东莞市,桥头镇,1,1.0,7.2976
3月,广西壮族自治区,河池市,金城江区,1,1.0,7.2976
3月,江西省,吉安市,峡江县,1,1.0,7.2976
3月,河南省,郑州市,惠济区,1,1.0,7.2976
3月,浙江省,宁波市,宁海县,1,1.0,7.2976
3月,黑龙江省,哈尔滨市,木兰县,1,1.0,7.2778
3月,四川省,遂宁市,大英县,1,1.0,7.2315
3月,江西省,赣州市,南康区,1,1.0,7.2117
3月,广东省,中山市,小榄镇,1,1.0,7.139
3月,山东省,枣庄市,薛城区,1,1.0,7.1192
3月,湖南省,永州市,冷水滩区,1,1.0,7.1192
3月,辽宁省,大连市,沙河口区,1,1.0,7.1192
3月,江西省,九江市,柴桑区,1,1.0,7.1125
3月,云南省,昆明市,西山区,1,1.0,6.9341
3月,陕西省,西安市,莲湖区,1,1.0,6.9341
3月,甘肃省,定西市,安定区,1,1.0,6.8481
3月,安徽省,亳州市,蒙城县,1,1.0,6.8415
3月,河南省,驻马店市,驿城区,1,1.0,6.8415
3月,湖南省,衡阳市,雁峰区,1,1.0,6.3854
3月,宁夏回族自治区,石嘴山市,大武口区,1,1.0,5.9
3月,江苏省,无锡市,锡山区,1,1.0,5.9
3月,江苏省,盐城市,射阳县,1,1.0,5.9
3月,江西省,抚州市,乐安县,1,1.0,5.9
3月,贵州省,铜仁市,碧江区,1,1.0,5.8169
3月,陕西省,延安市,延长县,1,1.0,5.8169
3月,河北省,秦皇岛市,海港区,1,1.0,5.6
3月,河南省,信阳市,新县,1,1.0,4.9
3月,吉林省,长春市,农安县,1,1.0,4.0983
3月,安徽省,阜阳市,界首市,1,1.0,3.27
3月,安徽省,蚌埠市,怀远县,1,1.0,2.5119
3月,海南省,儋州市,白马井镇,1,1.0,2.5119
3月,黑龙江省,齐齐哈尔市,富拉尔基区,1,1.0,2.5119
3月,福建省,三明市,清流县,1,1.0,1.0
3月,江西省,萍乡市,上栗县,1,1.0,0.9
3月,湖北省,武汉市,东西湖区,1,1.0,0.9
